Status,Sex,674,695,702,709,752,786,789,843,848,867,883,902,933,939,955,972,981,992,1019,1026,1028,1059,1064,1072,1083,1094,1115,1123,1127,1132,1142,1157,1159,1164,1171,1174,1175,1179,1182,1183,1184,1185,1187,1188,1189,1201,1212,1216,1219,1235,1239,1244,1253,1256,1267,1285,1292,1296,1303,1306,1334,1340,1357,1370,1375,1382,1388,1434,1442,1446,1454,1461,1464,1468,1473,1484,1492,1499,1525,1583,1592,1635,1659,1675,1716,1723,1760,1783,1788,1847,1868,1889,1911,1928,1981,1989,2188
Mixed,Male,34386855.47,0,19977978.52,162712778.3,12457079063,14048704.83,8337944.641,700909453.1,53317631.84,52649652.1,400337548.8,1052129648,11230649.41,329843115.2,48803898.93,28489806.52,6554216.309,20384959.72,13655787.96,4850594063,71074892.58,0,0,0,0,97475207.52,60117147.22,107791428.2,50142751.47,673241015.6,27313404375,0,702238710.9,254393349.6,0,0,244597543.9,52692235.11,768235664.1,0,0,0,50594351.81,138183237.3,0,8851190625,2.54E+11,484060986.3,188744340.8,963116484.4,32708058750,233415043.9,85707905.27,221196752.9,82654841.31,0,0,61646066.9,174753193.4,0,0,0,302371699.2,0,0,0,0,0,57985971.68,0,70819555.66,0,410222666,136799897.5,0,218883266.6,0,0,0,759648750,0,0,0,0,0,0,63314597.17,307886777.3,0,0,0,0,0,0,0,0,0
Mixed,Male,37404001.47,0,7263580.17,409685419.9,9244036875,38683894.04,13543351.14,657058242.2,46940130.62,25458773.8,149015127,450036269.5,15530928.96,239438276.4,17364592.9,32678437.5,0,11363268.13,4759484.253,1944893789,35187949.22,0,0,0,0,112208327.6,25426047.36,60339737.55,12071388.25,652394824.2,24699459375,0,638652890.6,300669902.3,0,0,253001748,65807014.16,473058691.4,0,0,0,48805290.53,107899064.9,69292778.32,9977636250,2.63E+11,701394023.4,262361367.2,1792471523,39839411250,83656083.98,131982407.2,208495371.1,110404482.4,0,0,54874562.99,119318972.2,0,0,0,188988120.1,0,0,0,0,0,46546629.64,0,56369230.96,0,324294755.9,120250393.1,0,149760029.3,0,0,0,1566478711,0,0,0,0,0,0,78153178.71,684364628.9,0,0,0,0,0,0,0,0,0
Mixed,Male,51299300.54,0,8248685.303,1449590977,8487950625,132268608.4,43004403.08,452975537.1,25972011.11,32047686.77,161623681.6,971978085.9,15273664.86,206618584,45266835.94,31082270.51,0,17122950.44,4932295.532,2362841016,48458770.75,0,0,0,0,217650527.3,91093447.27,151002509.8,0,577356093.8,21077431875,0,411494707,163259545.9,0,0,100650556.6,38345646.97,325957265.6,0,0,0,10918439.94,51804613.04,0,10837629375,2.96E+11,670367871.1,323459326.2,1129228711,32175840000,131306865.2,83994865.72,213312729.5,101967385.3,0,0,0,95341596.68,0,0,0,171980244.1,0,0,0,0,0,27207086.79,0,57774144.29,0,273344238.3,60633808.59,0,177861899.4,0,0,0,580309863.3,0,0,0,0,0,0,15694209.6,242057739.3,0,0,0,0,0,0,0,0,0
Virgin,Male,49951644.29,0,0,13019576.11,9698129063,1489649.391,455605.631,564974121.1,137028720.7,25052697.14,179928544.9,2249207813,32604821.78,47079686.28,128775717.8,98647397.46,2886863.708,35292084.96,17093981.32,608439902.3,60401469.73,0,0,0,0,269042021.5,188761289.1,149632880.9,70855363.77,657799863.3,18569808750,0,56849809.57,697995820.3,71584914.55,0,918368027.3,136933491.2,392758066.4,0,0,0,189128715.8,324843486.3,184513081.1,13982505938,3.13E+11,0,0,1274158125,34242896250,0,214941489.3,369617226.6,191889741.2,0,0,0,142582705.1,0,0,0,0,0,0,0,0,0,103305952.1,0,225122065.4,0,1068600469,108110734.9,0,489392929.7,0,0,0,0,0,0,0,0,0,0,70006721.19,0,0,0,0,0,0,0,0,0,0
Virgin,Male,23560929.57,0,0,19145.992,1900267148,0,0,175300019.5,16869876.71,10406857.91,22515223.39,106099218.8,1742793.159,292217021.5,1140347.672,16145370.48,0,1925805.588,5626986.237,1678848164,35206259.77,0,0,0,0,45134688.72,0,0,48364002.69,325592490.2,12868205625,0,156697543.9,122426557.6,87070385.74,0,29468062.13,41144095.46,151471918.9,0,0,0,84233649.9,65309099.12,29507340.09,3812567813,1.17E+11,315343652.3,111193205.6,1113236133,23509020000,64359543.46,25748252.56,72078874.51,49214791.26,0,0,0,0,0,0,0,0,0,0,0,0,0,29664393.31,0,76189123.54,0,116399436,0,0,160908383.8,0,0,0,1390588594,0,0,0,0,0,0,62671457.52,1316312109,0,0,0,0,0,0,0,0,0
Virgin,Male,111862814.9,0,0,604801699.2,20333165625,0,0,1244049492,97726560.06,0,58776353.76,1015114336,0,0,17365592.65,142471611.3,0,3828135.681,6568073.73,110643544.9,0,0,0,0,0,75497482.91,20198065.8,0,0,425338212.9,27136018125,0,7488252.869,768091582,7602724.915,0,403443222.7,16958527.22,1047627188,0,0,0,51475100.1,52633212.89,0,11807582813,3.57E+11,538311738.3,0,2018917500,66939045000,0,242989262.7,280009189.5,24465401,0,0,0,208381245.1,0,0,0,0,0,0,0,0,0,46295976.56,0,177257973.6,0,1089879141,123668144.5,0,267003427.7,0,0,0,0,0,0,0,0,0,0,51664570.31,0,0,0,0,0,0,0,0,0,0
Mixed,Female,147738222.7,79198286.13,0,0,0,44845349.12,68416025.39,0,0,0,0,0,0,28865022.58,0,738298.817,3107089.462,0,39493634.03,3162715313,24492456.67,0,549875332,362449101.6,146251494.1,0,0,0,0,20759181.52,1080726914,24461253.66,83862847500,0,0,11032845000,85168000.49,0,0,2204215078,9615188.599,48368781.74,0,0,0,511744511.7,17748879375,141716352.5,4613899219,71365729.98,9764364375,342005302.7,64987353.52,0,29650523.07,27464095.46,34370255.13,0,0,166626635.7,109645795.9,128329541,1369736836,0,0,0,0,85282880.86,0,0,0,1580087.929,1403732.071,0,57719875.49,0,21607027.59,0,2092736953,110082641.6,2.73E+11,504560390.6,4018680469,4484010000,133409575.2,5236137656,7963872188,34438132500,1.58E+11,1207868086,711193593.8,303137460.9,1377331523,390013740.2,41448618750,8280953438,237195644.5
Mixed,Female,137646621.1,93541406.25,0,0,0,34698577.88,78985173.34,0,0,0,0,0,0,37109165.04,0,913736.916,1828801.346,0,34745958.25,3190305469,23451727.3,0,37838891.6,257595937.5,18325486.45,0,0,0,0,13776108.4,836646445.3,6792926.331,49701592500,0,0,4612816875,29813338.62,0,0,217996831.1,108296.986,94755161.13,0,0,0,437039209,18436140000,113431626,500555742.2,104272463.4,5065238438,122666484.4,55717789.31,0,15670493.77,7654069.061,16850562.74,6316938.171,0,116352194.8,32421599.12,35513459.47,684448359.4,3132971.649,0,15196806.34,2139537.277,35056212.16,0,0,0,4650497.589,11192673.34,0,217466499,0,9932889.404,0,1360643555,106470293,2.93E+11,364473867.2,2937233906,6433964531,130803266.6,4656462188,10861141875,44152878750,1.73E+11,934286132.8,588056367.2,502345429.7,1096076719,313648916,64219372500,11485232813,521192812.5
Mixed,Female,79433276.37,44533641.36,0,0,0,23554237.06,36772199.71,0,0,0,0,0,0,25452982.18,0,0,0,0,22878940.43,2005714453,15143778.08,0,16311401.37,151833969.7,19566934.2,0,0,0,0,9079451.294,791959570.3,1096198.54,28171359375,0,0,4697251875,35275609.13,0,0,810681914.1,1927711.029,50184891.36,0,0,0,316623281.3,16246440000,64229150.39,1688151211,47143575.44,3744520547,177520048.8,27594821.78,0,12555073.24,8801642.761,14533095.7,2338464.432,0,77664492.19,42305324.71,49611958.01,518352714.8,1888240.242,0,5944390.411,4026952.515,22541367.19,0,0,0,0,8016171.57,0,61423831.79,0,6553219.299,0,671999941.4,33938620.61,2.30E+11,384068378.9,2624217891,3440112188,85868950.2,3506698594,6538462500,29849887500,1.63E+11,1060302656,603467109.4,341189912.1,1006137773,333000937.5,46342395000,9466095938,216778491.2
