Cage,Line,Gen,Status,Sex,4.07,4.23,4.61,4.82,4.96,5.2,5.41,5.99,6.06,6.21,6.3,6.64,6.94,7.66,7.79,8.38,8.53,8.73,8.82,9.43,9.58,9.63,9.79,9.98,10.05,10.41,10.59,10.85,11.04,11.27,11.46,11.7,11.79,11.93,11.97,12.27,12.45,12.63,12.96,13.33,13.34,13.47,13.59,13.79,13.88,13.95,14.37,14.54,14.86,15.07,15.22,15.38,15.45,15.51,15.59,15.63,15.67,15.77,15.87,15.98,15.99,16.11,16.14,16.18,16.32,16.45,16.5,16.52,16.59,16.66,16.7,16.73,16.78,16.85,16.89,16.94,17.01,17.07,17.15,17.17,17.21,17.26,17.32,17.37,17.41,17.45,17.52,17.55,17.63,17.64,17.69,17.72,17.75,17.84,17.92,17.96,18.01,18.02,18.1,18.12,18.17,18.21,18.27,18.32,18.37,18.39,18.4,18.42,18.46,18.48,18.53,18.61,18.64,18.68,18.72,18.73,18.76,18.78,18.8,18.83,18.85,18.88,18.89,18.93,18.98,19.01,19.04,19.08,19.12,19.14,19.15,19.2,19.25,19.29,19.31,19.35,19.39,19.43,19.48,19.51,19.56,19.59,19.62,19.65,19.66,19.7,19.72,19.76,19.78,19.8,19.83,19.86,19.92,19.94,19.97,19.99,20.01,20.05,20.07,20.11,20.13,20.15,20.19,20.22,20.23,20.25,20.31,20.33,20.35,20.37,20.4,20.42,20.5,20.52,20.55,20.59,20.62,20.64,20.68,20.81,20.84,20.88,20.9,20.98
G8_S06,S06,8,Virgin,Male,0,422.4192456,3565.883099,435.7701981,1093.546914,4467.286319,17428.51145,3103.33241,1219.660587,456.2725109,5926.775068,4269.597919,2007.943082,21226.39027,0,639.5359445,0,0,0,2296.267771,8451.065581,0,0,1226.899266,3616.571313,26569.40826,587737.7505,883.0140073,0,0,3159.469279,0,0,1336.553459,1893.041065,567.7691177,0,0,3734571.816,916.7450272,0,15455.72268,30008.45295,1764.482483,0,1214.49135,0,0,1688.768873,0,670.8482503,1636.770886,0,0,537.3212622,0,0,1373.288225,649.7521737,0,506.9694566,98285.73894,0,12549.86911,20241.47593,1475.773593,0,1010.114376,1292.938019,1324.826625,0,1070.294078,819.219332,1420.108242,1370.144769,8762.241443,3827.715447,1007.730589,418.8566632,288.822403,2000.171762,1249.829025,7574.286093,15063.96085,1868.233965,3047.151881,4827.753303,0,1622.232407,8776.736264,14808.03995,0,9313.751912,15829.06037,17922.95075,12169.98255,23398.49157,0,7555.250726,11342.76488,8083.124159,0,6311.289484,7326.529439,3078.324478,0,0,26909.99289,0,1447.569815,530.7200064,0,9244.098186,7069.892523,1307.860699,0,332.0274472,0,372.2200137,0,0,418.769345,10131.27727,7366.171901,4063.160236,360.9123071,0,490.571099,0,0,0,841.7736225,710.0715847,2388.729011,0,613.7596125,793.5739773,10026.21602,1534.460154,618.4922589,1489.264255,0,550.8031919,972.5937465,351.3771599,0,652.3804514,0,0,3189.262248,5317.948934,0,0,0,0,0,1303.381275,0,436.4076209,0,1840.431851,0,777.4113789,850.8547151,0,0,1919.07062,2048.598435,214.881353,0,0,0,1980.062381,0,0,2079.378099,1420.247951,43953.39617,0,9250.175532,4031.821735,0,752.3597879,1056.812148
G8_S06,S06,8,Virgin,Male,0,395.2632861,10801.96835,0,852.601079,2655.870305,11015.51373,3043.64169,1052.07077,378.1314557,3531.959979,2401.63464,403.0171421,10964.03966,0,374.2370641,0,0,0,1525.510039,4294.317701,0,0,0,2554.782027,14337.31627,355105.7866,872.6318736,21455.55688,0,1809.337841,0,0,3682.356843,1035.523972,439.4899533,0,52194.00743,2369703.685,0,0,20359.97546,367878.4743,1381.915262,0,515.1337081,858.07593,0,899.8838832,0,349.2116686,805.3793977,0,321.9945863,758.0005435,0,683.3871435,714.3851037,407.1472928,794.8575548,197.0247816,62014.51923,0,2400.38599,8634.625897,538.0198077,0,10471.83571,416.2371172,560.3034118,0,923.7741421,514.1994034,853.6838247,588.6556307,3382.392638,1778.409735,529.2967198,415.0932488,1088.194309,970.3060097,0,3977.640793,9010.190197,784.0824892,1184.672185,1664.084019,0,4777.431826,0,8273.931885,0,3165.729994,6437.743698,7026.181034,4470.159088,9486.842776,0,3629.258647,0,1761.932791,645.0020637,1701.936457,3374.708637,1063.614236,11197.84286,0,0,0,526.7033693,302.1122327,0,5384.974383,3837.364108,638.5055898,0,192.4231126,0,183.778611,0,0,0,5619.930189,2177.357849,0,403.8990559,423.3972094,440.3980626,581.0676793,0,0,676.6112513,1253.959175,0,0,355.9875607,366.5617945,946.9221963,578.029006,0,1242.337123,0,0,144.581472,0,0,285.3471387,0,0,1556.507999,2671.997976,0,0,0,0,0,745.2520866,318.8860585,283.2689656,0,991.41955,0,458.2109749,446.2920409,0,0,1203.768675,1248.789938,98.19804528,111.1735295,0,0,857.6829982,0,0,2272.953812,0,33137.57915,0,5409.109133,2333.578837,0,650.5904284,752.4733016
G8_S06,S06,8,Virgin,Male,0,916.4918044,4545.497229,503.6339014,1165.435986,3814.329568,11996.621,2456.243441,1200.686343,613.1221897,3701.689092,2441.704961,556.6011202,5502.487213,0,626.4731421,0,0,0,2262.711388,2855.034383,0,0,0,1948.24363,13848.09861,386134.0288,1083.627567,21872.43142,0,2687.374711,0,0,1615.325537,950.1267742,1799.986062,0,65958.00115,2126027.628,0,0,15385.29182,306191.7913,1591.976651,0,610.7296711,2295.822448,0,1392.620474,0,491.2347173,1072.765183,0,219.8934176,485.7685982,0,673.2145734,1160.921636,565.1495718,1119.201001,0,70731.16311,0,5162.182001,9346.478773,878.866393,0,517.2468085,692.1102314,665.6877448,0,656.1002067,518.3906769,607.9092933,1126.544461,2657.031637,2183.513782,826.1349333,822.8692327,982.5916802,1262.507627,579.6356608,5681.009269,8729.828928,802.4193108,1761.251709,519.3861043,1781.099136,772.0500416,4652.837489,8063.128292,0,4064.932795,8124.120053,8209.342614,6147.323373,12662.15158,0,6667.434218,0,3406.029674,0,2228.639827,5403.765259,1109.403899,16537.60388,0,0,0,1135.913704,306.1725289,0,6055.805169,4437.502082,1084.369772,0,283.1379883,0,322.3002,0,0,0,7274.749747,8510.485615,1650.209157,2110.384791,1458.178976,0,525.0006644,0,0,518.0588677,0,1684.175936,0,562.4689031,528.2576332,6436.687148,1368.669092,602.3907832,1637.827437,0,519.7528407,850.811056,622.3866505,0,419.7822361,0,0,1365.857446,2494.261785,445.5760317,0,0,0,0,1137.703727,0,267.5342263,0,896.2252507,0,474.5482097,392.8969629,0,0,537.7054622,0,1108.714085,121.031754,0,0,1157.839303,0,0,2268.701416,25552.6839,0,0,3895.221146,2001.271971,0,582.6743341,1100.645884
G10_S06,S06,10,Virgin,Male,0,907.5706489,1799.456812,554.0401141,323.189295,808.0843436,6632.972801,286.8946168,1130.21813,496.3482417,1290.83134,550.7439647,0,1845.667715,0,1142.162042,372.696347,0,0,1238.555893,2476.898832,0,449.4244078,651.137637,616.1206797,3842.245368,76799.6316,0,5532.086696,0,569.298693,0,0,934.5324098,0,582.5851377,0,43098.96741,748845.3735,1069.720827,0,4976.130001,83946.38705,322.8652353,0,880.3959345,673.0255501,0,1291.257247,264.9974449,377.2979937,228.4527779,169.8442797,0,383.316244,0,316.6803259,1287.081507,422.1478461,152.5857899,516.4954916,11564.18814,0,1791.160885,1734.663404,514.6252046,0,346.7715769,222.5641515,153.7801811,182.5196405,0,0,108.1711033,201.5187935,1003.844135,648.1285119,331.9389049,152.3450599,0,1559.393441,210.4813569,1055.378874,2324.368595,0,1838.779133,367.2336276,530.2263609,261.5068598,383.6217859,403.9819893,1304.988116,328.7908971,677.6827498,0,1032.666924,1298.914313,0,794.4738392,232.3229757,1103.200816,723.4029337,722.5696375,2330.618316,0,253.951641,0,4113.325875,363.1041821,0,251.3221286,0,1303.164123,823.3799579,221.5919726,0,402.4265031,0,0,0,0,1080.924031,3337.703047,6225.416897,1788.938762,1052.434561,507.3477513,437.7767789,523.0044607,0,0,0,0,748.596255,0,216.082959,0,4502.873323,1123.329548,0,2630.38273,0,0,494.7742378,231.5544914,134.6143689,257.7570269,0,271.6360378,493.4409639,1159.124249,207.3889021,0,0,0,0,1118.135335,457.2666507,0,1546.801409,0,0,468.4235607,0,0,0,298.523728,534.1706295,0,0,0,0,435.7583504,472.627077,0,1026.565344,5351.502155,0,0,0,0,790.6406768,0,331.5500333
G10_S06,S06,10,Virgin,Male,0,978.7341429,1166.105419,566.3358622,252.3591194,558.7806435,5934.679859,251.720259,1220.0382,553.0031233,1084.460911,584.8998493,0,2259.417787,0,1318.543067,422.6200472,0,0,593.0754108,2666.640372,0,477.7657368,462.6738171,544.3831372,3274.604008,58240.93122,0,4111.325964,0,560.4009416,0,0,1182.512095,0,1012.510415,0,41695.83552,644670.1013,689.0989075,0,2140.423092,30427.91195,0,0,695.0986401,836.8145442,0,1457.323917,340.734809,399.3340484,477.4139007,227.7398467,0,248.7203928,0,311.7453607,1521.793265,613.2134019,191.3155447,603.8249315,7641.150076,0,1740.792761,1153.217105,604.5841569,0,409.7409918,181.7141209,0,420.1664529,0,0,96.62532179,0,621.1204567,1039.990671,320.9301364,0,0,1537.811069,210.9350403,832.6943575,987.3633878,0,1593.493772,447.1652492,635.6568457,310.9028057,263.0160517,354.8175145,832.9443463,0,274.6081275,0,0,886.8678682,0,654.7948814,277.172828,1261.971515,849.8324823,298.282998,2496.925717,630.9626105,273.2933713,0,4026.450118,503.6164362,0,160.4465505,0,850.3694954,576.1594983,174.0107606,0,147.271212,0,271.3490136,0,0,1240.546545,3450.929481,6144.337178,1978.532162,1242.824221,467.6458176,387.6308664,273.0619002,0,0,0,0,564.4840929,0,260.7013401,0,3226.161724,959.2813065,0,2273.51901,0,129.4849679,361.8542378,177.3346865,113.4301281,252.8405795,0,674.6088128,1048.490292,196.3430983,0,0,0,0,0,1090.192137,313.2823292,559.0028558,1635.195617,152.0765533,0,454.6741737,0,0,0,219.8513095,484.5802478,0,0,0,0,567.4098884,694.6912508,0,976.6879378,4587.73065,0,0,1739.607628,0,0,0,371.7149093
G10_S06,S06,10,Virgin,Male,0,1023.056241,1331.894324,538.9296766,271.867509,631.3885175,5308.59666,314.6896739,1137.328924,506.0515128,1098.358439,637.027155,207.0185483,968.8734714,0,1260.258629,409.6761799,0,0,735.3931399,2822.096405,0,482.034065,532.7818026,613.6763442,4958.325239,96924.42882,0,4413.1551,0,451.9520729,0,0,1030.04667,0,700.0521229,0,47059.04086,739946.4091,1328.940752,0,3244.9757,49275.66426,267.886205,0,846.3326383,761.0586623,0,1329.098152,232.7396238,380.1034242,471.5808274,232.5822234,0,299.2922122,0,271.1268012,1450.981607,529.680089,169.7516912,522.2822707,7844.965063,0,746.8278153,1129.940365,608.3710252,0,398.0007745,194.0376455,0,0,0,0,0,0,770.9193338,782.2706796,296.1997575,0,0,1568.698581,198.0004318,840.3884589,2607.82818,0,1811.51183,397.6211618,518.6713205,264.0623014,452.3409444,413.6297073,741.1243659,0,276.4228614,0,356.7433546,1051.990136,0,84.5147506,510.7920422,252.868356,1195.344856,882.9328584,2536.136931,0,285.3669071,0,4508.576772,431.2678098,432.7214487,275.2469879,0,959.1239061,668.0072553,178.5475954,0,472.4141236,0,0,0,0,1185.743432,2982.274449,5884.830229,2033.863028,1115.042881,490.4596153,483.848799,463.1182417,0,0,0,0,619.3890525,0,149.9099832,0,2812.689417,970.6604288,0,2337.96984,0,0,341.8458706,171.6219782,63.58049873,201.4354639,0,573.7429393,874.5628612,187.8064418,0,0,0,0,0,1063.248893,0,477.9323961,1647.5284,0,0,372.2334047,0,0,0,124.8092504,287.9964195,0,0,0,0,660.4798131,619.1390636,0,996.8166701,4422.812077,0,0,1735.3393,0,651.3505905,0,318.2172944
G10_S06,S06,10,Mixed,Male,0,861.6467704,6543.300873,625.1665727,1218.362348,5501.736198,13324.58188,2300.277076,2572.718634,1134.579047,5062.977981,3801.839762,1597.299158,13169.34806,943.8005152,1223.08436,464.1367148,1655.250278,0,3180.089704,5839.721129,0,1804.586213,2410.37402,2385.430687,11137.11459,297711.2364,1923.543872,22281.08998,0,3741.481342,3469.197185,0,1948.098333,1516.339804,1948.320545,1262.601117,74235.94034,2204539.215,0,15347.07504,20091.82647,381486.2329,2570.644652,1304.386291,2014.98424,1952.94071,0,1732.05241,0,774.4839897,1082.285082,1264.156603,265.3585399,758.9291276,0,1247.527715,1357.670952,1526.72823,2297.323504,0,51929.56446,718.0976147,3516.806173,11782.29878,2324.470442,848.5732792,2567.505903,454.9334214,810.6120087,904.9874307,1441.25056,1187.36373,839.3699858,1643.685979,3921.760341,3022.531913,1269.711911,288.2001141,2003.392164,2194.763262,755.9940733,2461.464335,14354.17486,0,1468.675263,271.4045666,1111.654143,1279.563324,5587.093503,8561.146096,0,7230.649858,7856.344185,0,17869.58295,12741.59861,0,3663.345936,6006.621096,2944.581685,1612.539219,3191.959545,9026.773485,1886.739958,0,0,14024.40253,0,1525.394956,0,382.4736889,6363.512592,3914.121793,906.6910585,0,0,0,295.4960852,0,0,1399.659821,84691.54827,84079.27001,3335.684619,3610.533476,0,1839.343922,1327.459336,651.6746501,1308.265748,816.9543185,465.3588825,1957.542357,555.5956003,774.1321535,247.1834243,133844.5698,0,7531.775322,1457.360952,0,0,0,0,0,242.5077068,0,548.8921954,695.3578878,2552.238065,0,211.2405823,484.6265421,1014.07516,0,1978.856221,0,623.2129561,0,3191.524379,0,0,930.8381301,1034.722388,0,0,0,0,1480.785834,1147.15256,219.2402256,718.801287,0,2338.312418,250.7665979,0,685.0435328,643.6657479,0,4263.430294,2171.393934,2080.897968,797.4551878
G10_S06,S06,10,Mixed,Male,0,893.8675561,11649.48063,598.491836,2007.549386,11712.38523,9675.235316,5389.528237,2045.103268,836.5460376,2817.226252,3105.778202,841.4624851,29399.9763,0,1150.504263,470.9697435,0,0,2023.687556,3644.21716,0,0,6437.203751,0,12203.43742,350928.0213,0,20342.18568,0,3330.221899,287.2742295,0,1537.48701,846.591886,427.879072,1396.817355,69512.41019,2327057.595,0,21885.6539,16261.31206,361926.5679,4176.110113,1226.010156,1442.056079,2117.090799,0,1551.366021,0,939.34701,1718.256728,0,0,564.956294,0,913.7092641,1252.397868,702.9594007,1956.736837,0,51911.21342,767.1972775,3653.753771,14194.01534,723.4029337,562.548994,2983.422546,564.0026329,554.8085983,959.1702003,865.2392028,820.8337752,887.4419167,1834.084898,3526.398338,2259.991835,905.1355723,1201.474212,1412.714795,1789.485034,414.0000612,2524.294867,11687.11784,912.4037668,1817.159726,583.0758566,2351.117402,817.3802254,12624.789,11197.73225,0,4022.922498,6895.692569,13692.88953,0,11714.50551,0,2664.742309,5356.733403,2180.32872,1050.11059,2001.50336,10773.70486,0,0,0,16527.3465,0,1780.976154,236.9431401,4982.814888,0,3306.139639,720.9678571,0,0,0,237.3134939,0,0,1149.504307,94588.45889,90197.91389,1723.126882,0,0,1050.129108,0,381.7052047,528.291262,0,1645.250724,954.5500359,0,771.2341346,273.8489021,136687.7116,8467.557676,0,1541.57942,0,98.19006684,0,0,0,0,373.5851963,360.7616939,0,2422.299414,0,0,0,1126.727545,0,1673.258734,0,0,0,2627.984688,0,0,879.5256029,755.3829894,0,0,0,0,1658.851969,233.3136723,0,985.1505235,0,3542.073565,0,2306.59161,16767.6506,0,0,3708.334671,2692.241083,1859.546725,368.2521007
G10_S06,S06,10,Mixed,Male,0,986.7152686,8645.457152,604.519345,373.7518555,717.9957674,9760.537068,617.9354136,2100.739676,945.8282025,3161.729411,5330.901221,0,4804.832083,0,1224.723176,376.5387683,0,0,1468.230838,4352.23189,0,434.6565476,1466.462399,0,13746.64639,370852.7348,908.7465224,21370.88981,0,2803.847218,0,561.9101336,2342.821476,1301.145695,384.1958344,1926.117832,64512.43866,2713298.246,0,0,20574.57346,441897.6878,1177.067893,1070.109699,0,1680.721365,0,1926.29375,0,1659.740819,503.3016354,355.0675034,250.7665979,853.3878794,0,1196.76146,1445.629994,657.4614292,1618.47414,693.4783419,61128.34879,541.2443882,2290.731206,14329.62966,628.7312285,552.0587209,3701.92755,555.4104233,500.2832514,731.0599998,751.9016632,507.3014571,970.9196765,524.8654888,4394.813325,1691.369038,911.9778598,218.795801,891.1547141,2085.369991,617.0373055,2758.247399,10063.05136,981.4655026,2012.317692,519.3472163,1222.371429,1424.334647,0,9256.735455,0,3666.253214,8039.734157,5555.446766,5680.043063,3267.345073,11750.2354,3330.86076,7206.984247,3053.363872,1151.1709,3496.288569,10700.35628,0,0,0,15317.03934,0,1080.118512,442.5543437,4896.022461,0,3630.652949,623.8147811,0,0,0,658.2206546,0,0,1392.012014,114053.0541,106752.9814,4576.832988,5088.967563,0,2712.777204,2756.710431,1220.769649,1169.170097,1405.150317,3018.569127,678.3679045,0,597.6122456,264.6178322,174805.6603,9147.814385,0,1897.609843,0,93.44953745,0,0,0,190.3341069,568.3635495,1056.869548,0,2861.94648,277.3857815,0,0,1181.160303,0,2053.862136,0,0,0,3419.588285,0,0,1224.352822,1259.629027,0,0,904.607818,0,1837.584742,170.0942685,0,641.5639898,0,809.4731705,568.1228195,1007.075472,1465.573549,11470.109,0,7998.865609,1542.357163,138.4753078,372.2519224
